weekday,Zone,week_number,hour,driver_pay
Friday,Clinton East,2,0,7751.59
Friday,Clinton East,2,1,5142.66
Friday,Clinton East,2,2,4082.4700000000003
Friday,Clinton East,2,3,3522.31
Friday,Clinton East,2,4,3913.32
Friday,Clinton East,2,5,4017.86
Friday,Clinton East,2,6,4770.9
Friday,Clinton East,2,7,5646.72
Friday,Clinton East,2,8,6737.58
Friday,Clinton East,2,9,6884.92
Friday,Clinton East,2,10,7304.41
Friday,Clinton East,2,11,6848.7300000000005
Friday,Clinton East,2,12,7242.27
Friday,Clinton East,2,13,6315.29
Friday,Clinton East,2,14,6669.49
Friday,Clinton East,2,15,6797.31
Friday,Clinton East,2,16,6407.12
Friday,Clinton East,2,17,7012.84
Friday,Clinton East,2,18,9258.83
Friday,Clinton East,2,19,7998.88
Friday,Clinton East,2,20,7042.12
Friday,Clinton East,2,21,9378.35
Friday,Clinton East,2,22,10728.25
Friday,Clinton East,2,23,11450.81
Friday,Clinton East,3,0,7122.71
Friday,Clinton East,3,1,6682.54
Friday,Clinton East,3,2,4561.3
Friday,Clinton East,3,3,3714.41
Friday,Clinton East,3,4,5246.63
Friday,Clinton East,3,5,3992.42
Friday,Clinton East,3,6,4310.98
Friday,Clinton East,3,7,5964.24
Friday,Clinton East,3,8,5744.93
Friday,Clinton East,3,9,6100.09
Friday,Clinton East,3,10,5861.82
Friday,Clinton East,3,11,5356.61
Friday,Clinton East,3,12,5456.13
Friday,Clinton East,3,13,5929.41
Friday,Clinton East,3,14,6729.35
Friday,Clinton East,3,15,6304.23
Friday,Clinton East,3,16,6215.71
Friday,Clinton East,3,17,6678.5
Friday,Clinton East,3,18,6473.76
Friday,Clinton East,3,19,8148.79
Friday,Clinton East,3,20,7524.39
Friday,Clinton East,3,21,10124.67
Friday,Clinton East,3,22,13987.38
Friday,Clinton East,3,23,12614.53
Friday,Clinton East,4,0,9912.85
Friday,Clinton East,4,1,6111.92
Friday,Clinton East,4,2,3627.84
Friday,Clinton East,4,3,3384.49
Friday,Clinton East,4,4,5790.77
Friday,Clinton East,4,5,4569.93
Friday,Clinton East,4,6,5197.44
Friday,Clinton East,4,7,5912.55
Friday,Clinton East,4,8,7382.18
Friday,Clinton East,4,9,6294.97
Friday,Clinton East,4,10,6287.55
Friday,Clinton East,4,11,6801.09
Friday,Clinton East,4,12,6893.95
Friday,Clinton East,4,13,7585.79
Friday,Clinton East,4,14,7656.97
Friday,Clinton East,4,15,7133.53
Friday,Clinton East,4,16,7508.04
Friday,Clinton East,4,17,7954.84
Friday,Clinton East,4,18,9249.46
Friday,Clinton East,4,19,9009.37
Friday,Clinton East,4,20,8551.45
Friday,Clinton East,4,21,9559.18
Friday,Clinton East,4,22,12424.02
Friday,Clinton East,4,23,13663.72
Friday,Clinton East,5,0,8516.93
Friday,Clinton East,5,1,7191.49
Friday,Clinton East,5,2,5074.59
Friday,Clinton East,5,3,4045.5099999999998
Friday,Clinton East,5,4,5209.33
Friday,Clinton East,5,5,4631.88
Friday,Clinton East,5,6,6896.09
Friday,Clinton East,5,7,6802.92
Friday,Clinton East,5,8,9128.66
Friday,Clinton East,5,9,7794.18
Friday,Clinton East,5,10,7150.26
Friday,Clinton East,5,11,7876.26
Friday,Clinton East,5,12,7311.62
Friday,Clinton East,5,13,7265.99
Friday,Clinton East,5,14,6465.84
Friday,Clinton East,5,15,6907.31
Friday,Clinton East,5,16,7444.82
Friday,Clinton East,5,17,7939.97
Friday,Clinton East,5,18,8001.08
Friday,Clinton East,5,19,7168.43
Friday,Clinton East,5,20,7922.32
Friday,Clinton East,5,21,10257.460000000001
Friday,Clinton East,5,22,13498.01
Friday,Clinton East,5,23,13105.15
Friday,East Chelsea,2,0,10311.83
Friday,East Chelsea,2,1,3839.38
Friday,East Chelsea,2,2,3218.29
Friday,East Chelsea,2,3,3316.87
Friday,East Chelsea,2,4,4233.72
Friday,East Chelsea,2,5,3235.86
Friday,East Chelsea,2,6,3655.84
Friday,East Chelsea,2,7,5843.24
Friday,East Chelsea,2,8,8336.34
Friday,East Chelsea,2,9,7344.52
Friday,East Chelsea,2,10,7798.19
Friday,East Chelsea,2,11,9309.36
