weekday,Zone,week_number,hour,driver_pay
Friday,Clinton East,1,0,6414.43
Friday,Clinton East,1,1,5588.86
Friday,Clinton East,1,2,3636.88
Friday,Clinton East,1,3,3299.19
Friday,Clinton East,1,4,4006.16
Friday,Clinton East,1,5,3432.4700000000003
Friday,Clinton East,1,6,4440.79
Friday,Clinton East,1,7,4406.6
Friday,Clinton East,1,8,5017.03
Friday,Clinton East,1,9,5862.36
Friday,Clinton East,1,10,4929.65
Friday,Clinton East,1,11,6286.7
Friday,Clinton East,1,12,6237.45
Friday,Clinton East,1,13,5125.62
Friday,Clinton East,1,14,4233.73
Friday,Clinton East,1,15,4551.44
Friday,Clinton East,1,16,6031.49
Friday,Clinton East,1,17,7442.04
Friday,Clinton East,1,18,7567.78
Friday,Clinton East,1,19,6673.02
Friday,Clinton East,1,20,7423.85
Friday,Clinton East,1,21,9179.64
Friday,Clinton East,1,22,13080.22
Friday,Clinton East,1,23,13744.04
Friday,Clinton East,2,0,9487.33
Friday,Clinton East,2,1,6759.34
Friday,Clinton East,2,2,4931.17
Friday,Clinton East,2,3,4338.64
Friday,Clinton East,2,4,5695.44
Friday,Clinton East,2,5,4155.72
Friday,Clinton East,2,6,6026.21
Friday,Clinton East,2,7,6928.25
Friday,Clinton East,2,8,7657.43
Friday,Clinton East,2,9,7327.7699999999995
Friday,Clinton East,2,10,7688.58
Friday,Clinton East,2,11,8056.43
Friday,Clinton East,2,12,7342.96
Friday,Clinton East,2,13,8139.4
Friday,Clinton East,2,14,6847.64
Friday,Clinton East,2,15,7555.82
Friday,Clinton East,2,16,6991.66
Friday,Clinton East,2,17,7658.67
Friday,Clinton East,2,18,7731.92
Friday,Clinton East,2,19,7868.59
Friday,Clinton East,2,20,8087.82
Friday,Clinton East,2,21,9965.29
Friday,Clinton East,2,22,11907.27
Friday,Clinton East,2,23,12701.42
Friday,Clinton East,3,0,9634.61
Friday,Clinton East,3,1,7419.76
Friday,Clinton East,3,2,4924.11
Friday,Clinton East,3,3,3091.57
Friday,Clinton East,3,4,5503.92
Friday,Clinton East,3,5,4071.35
Friday,Clinton East,3,6,5243.69
Friday,Clinton East,3,7,6197.81
Friday,Clinton East,3,8,7747.05
Friday,Clinton East,3,9,7295.85
Friday,Clinton East,3,10,7114.99
Friday,Clinton East,3,11,6899.35
Friday,Clinton East,3,12,5450.97
Friday,Clinton East,3,13,6441.44
Friday,Clinton East,3,14,6767.71
Friday,Clinton East,3,15,6559.24
Friday,Clinton East,3,16,6626.34
Friday,Clinton East,3,17,7529.9
Friday,Clinton East,3,18,7509.13
Friday,Clinton East,3,19,8229.83
Friday,Clinton East,3,20,10352.88
Friday,Clinton East,3,21,11345.12
Friday,Clinton East,3,22,14333.27
Friday,Clinton East,3,23,14771.74
Friday,Clinton East,4,0,9897.41
