weekday,Zone,week_number,hour,driver_pay
Friday,Crown Heights North,1,0,3659.2
Friday,Crown Heights North,1,1,2156.32
Friday,Crown Heights North,1,2,1417.01
Friday,Crown Heights North,1,3,1863.4
Friday,Crown Heights North,1,4,2503.69
Friday,Crown Heights North,1,5,3601.21
Friday,Crown Heights North,1,6,5366.76
Friday,Crown Heights North,1,7,7752.09
Friday,Crown Heights North,1,8,7623.55
Friday,Crown Heights North,1,9,6769.98
Friday,Crown Heights North,1,10,6071.38
Friday,Crown Heights North,1,11,5861.52
Friday,Crown Heights North,1,12,6539.16
Friday,Crown Heights North,1,13,6409.61
Friday,Crown Heights North,1,14,7137.75
Friday,Crown Heights North,1,15,8744.36
Friday,Crown Heights North,1,16,8265.04
Friday,Crown Heights North,1,17,9447.88
Friday,Crown Heights North,1,18,11285.7
Friday,Crown Heights North,1,19,11104.01
Friday,Crown Heights North,1,20,10297.46
Friday,Crown Heights North,1,21,8352.31
Friday,Crown Heights North,1,22,8328.69
Friday,Crown Heights North,1,23,8526.64
Friday,Crown Heights North,2,0,3826.67
Friday,Crown Heights North,2,1,1966.3700000000001
Friday,Crown Heights North,2,2,1301.64
Friday,Crown Heights North,2,3,1232.05
Friday,Crown Heights North,2,4,2068.88
Friday,Crown Heights North,2,5,3516.62
Friday,Crown Heights North,2,6,5008.07
Friday,Crown Heights North,2,7,7320.78
Friday,Crown Heights North,2,8,7303.85
Friday,Crown Heights North,2,9,6374.02
Friday,Crown Heights North,2,10,5974.82
Friday,Crown Heights North,2,11,4729.42
Friday,Crown Heights North,2,12,5097.94
Friday,Crown Heights North,2,13,6192.43
Friday,Crown Heights North,2,14,6749.18
Friday,Crown Heights North,2,15,7629.48
Friday,Crown Heights North,2,16,7308.05
Friday,Crown Heights North,2,17,8637.73
Friday,Crown Heights North,2,18,9125.62
Friday,Crown Heights North,2,19,10104.46
Friday,Crown Heights North,2,20,8561.57
Friday,Crown Heights North,2,21,8045.8
Friday,Crown Heights North,2,22,8623.66
Friday,Crown Heights North,2,23,8722.7
Friday,Crown Heights North,3,0,3416.61
Friday,Crown Heights North,3,1,2142.5
Friday,Crown Heights North,3,2,1374.31
Friday,Crown Heights North,3,3,1631.86
Friday,Crown Heights North,3,4,1738.4
Friday,Crown Heights North,3,5,3523.61
Friday,Crown Heights North,3,6,4575.97
Friday,Crown Heights North,3,7,6975.57
Friday,Crown Heights North,3,8,8629.4
Friday,Crown Heights North,3,9,7609.01
Friday,Crown Heights North,3,10,5501.74
Friday,Crown Heights North,3,11,5699.82
Friday,Crown Heights North,3,12,5530.5
Friday,Crown Heights North,3,13,7711.95
Friday,Crown Heights North,3,14,7152.57
Friday,Crown Heights North,3,15,7301.01
Friday,Crown Heights North,3,16,7140.44
Friday,Crown Heights North,3,17,8716.69
Friday,Crown Heights North,3,18,9300.32
Friday,Crown Heights North,3,19,10416.62
Friday,Crown Heights North,3,20,9040.8
Friday,Crown Heights North,3,21,8276.41
Friday,Crown Heights North,3,22,7835.22
Friday,Crown Heights North,3,23,8561.29
Friday,Crown Heights North,4,0,3603.39
Friday,Crown Heights North,4,1,2251.54
Friday,Crown Heights North,4,2,1507.35
Friday,Crown Heights North,4,3,1796.47
Friday,Crown Heights North,4,4,2336.34
Friday,Crown Heights North,4,5,3435.42
Friday,Crown Heights North,4,6,4409.28
Friday,Crown Heights North,4,7,5141.45
Friday,Crown Heights North,4,8,7166.45
Friday,Crown Heights North,4,9,6344.51
Friday,Crown Heights North,4,10,5915.86
Friday,Crown Heights North,4,11,5969.83
Friday,Crown Heights North,4,12,5599.56
Friday,Crown Heights North,4,13,6438.97
Friday,Crown Heights North,4,14,6572.03
Friday,Crown Heights North,4,15,6769.37
Friday,Crown Heights North,4,16,6916.31
Friday,Crown Heights North,4,17,8034.32
Friday,Crown Heights North,4,18,10591.94
Friday,Crown Heights North,4,19,10939.36
Friday,Crown Heights North,4,20,9930.02
Friday,Crown Heights North,4,21,9610.39
Friday,Crown Heights North,4,22,8944.57
Friday,Crown Heights North,4,23,8624.34
Friday,East Chelsea,1,0,3960.17
Friday,East Chelsea,1,1,2650.73
Friday,East Chelsea,1,2,1975.51
Friday,East Chelsea,1,3,2473.53
Friday,East Chelsea,1,4,1975.1
Friday,East Chelsea,1,5,3023.35
Friday,East Chelsea,1,6,3640.16
Friday,East Chelsea,1,7,5343.94
Friday,East Chelsea,1,8,5521.52
Friday,East Chelsea,1,9,6282.08
Friday,East Chelsea,1,10,5396.94
Friday,East Chelsea,1,11,7159.7
Friday,East Chelsea,1,12,7949.54
Friday,East Chelsea,1,13,7641.99
Friday,East Chelsea,1,14,8157.6
Friday,East Chelsea,1,15,7914.57
Friday,East Chelsea,1,16,6689.5
Friday,East Chelsea,1,17,10753.56
Friday,East Chelsea,1,18,13769.27
Friday,East Chelsea,1,19,13483.98
Friday,East Chelsea,1,20,12646.28
Friday,East Chelsea,1,21,11793.7
Friday,East Chelsea,1,22,12939.27
Friday,East Chelsea,1,23,13343.32
Friday,East Chelsea,2,0,5972.7
Friday,East Chelsea,2,1,3060.36
Friday,East Chelsea,2,2,2329.87
Friday,East Chelsea,2,3,1817.62
Friday,East Chelsea,2,4,2478.03
Friday,East Chelsea,2,5,2747.37
Friday,East Chelsea,2,6,3665.46
Friday,East Chelsea,2,7,4970.97
Friday,East Chelsea,2,8,6255.2
Friday,East Chelsea,2,9,5949.7
Friday,East Chelsea,2,10,6084.02
Friday,East Chelsea,2,11,6493.57
Friday,East Chelsea,2,12,7078.58
Friday,East Chelsea,2,13,8261.22
Friday,East Chelsea,2,14,7918.24
Friday,East Chelsea,2,15,8466.95
Friday,East Chelsea,2,16,7341.49
Friday,East Chelsea,2,17,9005.59
Friday,East Chelsea,2,18,9704.54
Friday,East Chelsea,2,19,12228.5
Friday,East Chelsea,2,20,10402.5
Friday,East Chelsea,2,21,11898.25
Friday,East Chelsea,2,22,12703.13
Friday,East Chelsea,2,23,12082.51
Friday,East Chelsea,3,0,4641.36
Friday,East Chelsea,3,1,3059.74
Friday,East Chelsea,3,2,2899.63
Friday,East Chelsea,3,3,2535.33
Friday,East Chelsea,3,4,3106.77
Friday,East Chelsea,3,5,2916.41
Friday,East Chelsea,3,6,3253.22
Friday,East Chelsea,3,7,4317.26
Friday,East Chelsea,3,8,6538.33
Friday,East Chelsea,3,9,6454.21
Friday,East Chelsea,3,10,5824.03
Friday,East Chelsea,3,11,5753.99
Friday,East Chelsea,3,12,6492.96
Friday,East Chelsea,3,13,9218.76
Friday,East Chelsea,3,14,8397.81
Friday,East Chelsea,3,15,9019.98
Friday,East Chelsea,3,16,8179.08
