weekday,Zone,week_number,hour,driver_pay
Friday,Crown Heights North,1,0,3161.2
Friday,Crown Heights North,1,1,1864.65
Friday,Crown Heights North,1,2,1160.71
Friday,Crown Heights North,1,3,1522.09
Friday,Crown Heights North,1,4,2536.13
Friday,Crown Heights North,1,5,3742.5
Friday,Crown Heights North,1,6,4695.3
Friday,Crown Heights North,1,7,6730.75
Friday,Crown Heights North,1,8,7849.35
Friday,Crown Heights North,1,9,6853.56
Friday,Crown Heights North,1,10,4928.56
Friday,Crown Heights North,1,11,4835.88
Friday,Crown Heights North,1,12,4996.41
Friday,Crown Heights North,1,13,5432.25
Friday,Crown Heights North,1,14,6072.91
Friday,Crown Heights North,1,15,6532.12
Friday,Crown Heights North,1,16,7110.54
Friday,Crown Heights North,1,17,7933.19
Friday,Crown Heights North,1,18,9417.61
Friday,Crown Heights North,1,19,8422.31
Friday,Crown Heights North,1,20,8390.77
Friday,Crown Heights North,1,21,6423.74
Friday,Crown Heights North,1,22,7669.89
Friday,Crown Heights North,1,23,7351.88
Friday,Crown Heights North,2,0,3195.1
Friday,Crown Heights North,2,1,1981.57
Friday,Crown Heights North,2,2,1437.71
Friday,Crown Heights North,2,3,1585.8
Friday,Crown Heights North,2,4,2318.08
Friday,Crown Heights North,2,5,4016.05
Friday,Crown Heights North,2,6,4966.76
Friday,Crown Heights North,2,7,8283.22
Friday,Crown Heights North,2,8,8049.73
Friday,Crown Heights North,2,9,6876.71
Friday,Crown Heights North,2,10,5416.99
Friday,Crown Heights North,2,11,5448.3
Friday,Crown Heights North,2,12,5310.95
Friday,Crown Heights North,2,13,5775.86
Friday,Crown Heights North,2,14,7001.71
Friday,Crown Heights North,2,15,8432.41
Friday,Crown Heights North,2,16,7586.69
Friday,Crown Heights North,2,17,8846.67
Friday,Crown Heights North,2,18,9296.04
Friday,Crown Heights North,2,19,8669.73
Friday,Crown Heights North,2,20,7076.2300000000005
Friday,Crown Heights North,2,21,7140.33
Friday,Crown Heights North,2,22,8754.26
Friday,Crown Heights North,2,23,8967.79
Friday,Crown Heights North,3,0,3556.97
Friday,Crown Heights North,3,1,2508.67
Friday,Crown Heights North,3,2,1650.83
Friday,Crown Heights North,3,3,2089.1
Friday,Crown Heights North,3,4,2386.51
Friday,Crown Heights North,3,5,3688.94
Friday,Crown Heights North,3,6,5546.47
Friday,Crown Heights North,3,7,9050.23
Friday,Crown Heights North,3,8,8262.54
Friday,Crown Heights North,3,9,6967.2
Friday,Crown Heights North,3,10,6312.94
Friday,Crown Heights North,3,11,5981.67
Friday,Crown Heights North,3,12,6212.73
Friday,Crown Heights North,3,13,5985.63
Friday,Crown Heights North,3,14,7559.68
Friday,Crown Heights North,3,15,8316.12
Friday,Crown Heights North,3,16,7673.27
Friday,Crown Heights North,3,17,8344.13
Friday,Crown Heights North,3,18,10550.25
Friday,Crown Heights North,3,19,9560.67
Friday,Crown Heights North,3,20,8830.48
Friday,Crown Heights North,3,21,7255.63
Friday,Crown Heights North,3,22,8107.53
Friday,Crown Heights North,3,23,9320.07
Friday,Crown Heights North,4,0,3415.64
Friday,Crown Heights North,4,1,2043.87
Friday,Crown Heights North,4,2,1868.14
Friday,Crown Heights North,4,3,1981.82
Friday,Crown Heights North,4,4,2671.94
Friday,Crown Heights North,4,5,3654.14
Friday,Crown Heights North,4,6,6102.97
Friday,Crown Heights North,4,7,8967.79
Friday,Crown Heights North,4,8,8284.37
Friday,Crown Heights North,4,9,7815.1900000000005
Friday,Crown Heights North,4,10,5396.07
Friday,Crown Heights North,4,11,5121.57
Friday,Crown Heights North,4,12,5826.61
Friday,Crown Heights North,4,13,5672.8
Friday,Crown Heights North,4,14,6405.38
Friday,Crown Heights North,4,15,7045.55
Friday,Crown Heights North,4,16,6997.21
Friday,Crown Heights North,4,17,8898.34
Friday,Crown Heights North,4,18,9362.03
Friday,Crown Heights North,4,19,9717.51
Friday,Crown Heights North,4,20,8175.92
Friday,Crown Heights North,4,21,7360.97
Friday,Crown Heights North,4,22,9155.14
Friday,Crown Heights North,4,23,9961.52
Friday,East Chelsea,1,0,4429.38
Friday,East Chelsea,1,1,2534.26
Friday,East Chelsea,1,2,1392.98
Friday,East Chelsea,1,3,2155.71
Friday,East Chelsea,1,4,1517.0
Friday,East Chelsea,1,5,1711.36
Friday,East Chelsea,1,6,2487.43
Friday,East Chelsea,1,7,3774.3
Friday,East Chelsea,1,8,4199.19
Friday,East Chelsea,1,9,4651.5
Friday,East Chelsea,1,10,4652.06
Friday,East Chelsea,1,11,5737.52
Friday,East Chelsea,1,12,4135.29
Friday,East Chelsea,1,13,5364.33
Friday,East Chelsea,1,14,7434.7300000000005
Friday,East Chelsea,1,15,7113.04
Friday,East Chelsea,1,16,5767.13
Friday,East Chelsea,1,17,6790.78
Friday,East Chelsea,1,18,7646.16
Friday,East Chelsea,1,19,7008.25
Friday,East Chelsea,1,20,6787.88
Friday,East Chelsea,1,21,6841.76
Friday,East Chelsea,1,22,9992.52
Friday,East Chelsea,1,23,7982.61
Friday,East Chelsea,2,0,4698.61
Friday,East Chelsea,2,1,2580.61
Friday,East Chelsea,2,2,2992.22
Friday,East Chelsea,2,3,2934.94
Friday,East Chelsea,2,4,3701.69
Friday,East Chelsea,2,5,3884.07
Friday,East Chelsea,2,6,3709.4
Friday,East Chelsea,2,7,4098.04
Friday,East Chelsea,2,8,5161.35
Friday,East Chelsea,2,9,7210.09
Friday,East Chelsea,2,10,9462.37
Friday,East Chelsea,2,11,10160.539999999999
Friday,East Chelsea,2,12,6480.03
Friday,East Chelsea,2,13,7827.29
Friday,East Chelsea,2,14,7797.07
Friday,East Chelsea,2,15,7981.0199999999995
Friday,East Chelsea,2,16,6825.74
Friday,East Chelsea,2,17,8617.15
Friday,East Chelsea,2,18,9017.36
Friday,East Chelsea,2,19,7799.97
Friday,East Chelsea,2,20,7547.47
Friday,East Chelsea,2,21,7641.47
Friday,East Chelsea,2,22,13738.42
Friday,East Chelsea,2,23,12040.5
Friday,East Chelsea,3,0,4507.43
Friday,East Chelsea,3,1,1819.92
Friday,East Chelsea,3,2,1844.91
Friday,East Chelsea,3,3,2222.35
Friday,East Chelsea,3,4,2161.78
Friday,East Chelsea,3,5,2833.13
Friday,East Chelsea,3,6,3784.79
Friday,East Chelsea,3,7,5057.56
Friday,East Chelsea,3,8,5277.23
Friday,East Chelsea,3,9,4577.2
Friday,East Chelsea,3,10,5166.72
Friday,East Chelsea,3,11,5653.36
Friday,East Chelsea,3,12,6945.2
Friday,East Chelsea,3,13,7269.29
Friday,East Chelsea,3,14,8205.24
Friday,East Chelsea,3,15,7372.58
Friday,East Chelsea,3,16,6237.75
Friday,East Chelsea,3,17,8986.82
Friday,East Chelsea,3,18,9517.64
Friday,East Chelsea,3,19,9016.69
Friday,East Chelsea,3,20,8738.51
Friday,East Chelsea,3,21,7211.38
Friday,East Chelsea,3,22,9307.34
Friday,East Chelsea,3,23,9721.15
Friday,East Chelsea,4,0,4567.17
Friday,East Chelsea,4,1,3552.97
Friday,East Chelsea,4,2,2508.38
Friday,East Chelsea,4,3,2654.59
Friday,East Chelsea,4,4,3025.97
Friday,East Chelsea,4,5,3985.0
Friday,East Chelsea,4,6,4093.7599999999998
Friday,East Chelsea,4,7,5393.83
Friday,East Chelsea,4,8,6841.5
Friday,East Chelsea,4,9,6755.01
Friday,East Chelsea,4,10,7298.44
Friday,East Chelsea,4,11,6611.11
Friday,East Chelsea,4,12,7417.9400000000005
Friday,East Chelsea,4,13,8788.14
Friday,East Chelsea,4,14,9145.12
Friday,East Chelsea,4,15,9525.86
