weekday,Zone,hour,driver_pay
Thursday,TriBeCa/Civic Center,6,16441.24
Thursday,TriBeCa/Civic Center,7,26320.55
Thursday,TriBeCa/Civic Center,8,31623.23
Thursday,TriBeCa/Civic Center,9,26569.29
Thursday,TriBeCa/Civic Center,10,24990.49
Thursday,TriBeCa/Civic Center,11,26037.02
Thursday,TriBeCa/Civic Center,12,25817.1
Thursday,TriBeCa/Civic Center,13,28311.56
Thursday,TriBeCa/Civic Center,14,31423.62
Thursday,TriBeCa/Civic Center,15,34546.2
Thursday,TriBeCa/Civic Center,16,39666.75
Thursday,TriBeCa/Civic Center,17,53663.52
Thursday,TriBeCa/Civic Center,18,49998.67
Thursday,TriBeCa/Civic Center,19,43482.56
Thursday,TriBeCa/Civic Center,20,47436.4
Thursday,TriBeCa/Civic Center,21,48768.34
Thursday,TriBeCa/Civic Center,22,48125.15
Thursday,TriBeCa/Civic Center,23,35922.6
Thursday,Union Sq,0,14707.36
Thursday,Union Sq,1,7091.21
Thursday,Union Sq,2,4223.31
Thursday,Union Sq,3,2857.82
Thursday,Union Sq,4,5048.87
Thursday,Union Sq,5,6200.1
Thursday,Union Sq,6,9403.08
Thursday,Union Sq,7,14580.88
Thursday,Union Sq,8,19990.57
Thursday,Union Sq,9,16984.88
Thursday,Union Sq,10,15886.63
Thursday,Union Sq,11,19327.96
Thursday,Union Sq,12,20959.09
Thursday,Union Sq,13,24846.46
Thursday,Union Sq,14,28525.58
Thursday,Union Sq,15,33855.05
Thursday,Union Sq,16,35529.8
Thursday,Union Sq,17,45076.74
Thursday,Union Sq,18,42629.76
Thursday,Union Sq,19,43659.99
Thursday,Union Sq,20,50555.67
Thursday,Union Sq,21,58255.34
Thursday,Union Sq,22,48137.46
Thursday,Union Sq,23,33805.7
Thursday,West Chelsea/Hudson Yards,0,10563.53
Thursday,West Chelsea/Hudson Yards,1,6857.45
Thursday,West Chelsea/Hudson Yards,2,7262.2699999999995
Thursday,West Chelsea/Hudson Yards,3,6348.98
Thursday,West Chelsea/Hudson Yards,4,4637.18
Thursday,West Chelsea/Hudson Yards,5,4619.59
Thursday,West Chelsea/Hudson Yards,6,9355.87
Thursday,West Chelsea/Hudson Yards,7,16003.94
Thursday,West Chelsea/Hudson Yards,8,24511.84
Thursday,West Chelsea/Hudson Yards,9,19919.62
Thursday,West Chelsea/Hudson Yards,10,16056.1
Thursday,West Chelsea/Hudson Yards,11,16592.62
Thursday,West Chelsea/Hudson Yards,12,19044.55
Thursday,West Chelsea/Hudson Yards,13,21487.79
Thursday,West Chelsea/Hudson Yards,14,25649.65
Thursday,West Chelsea/Hudson Yards,15,31647.29
Thursday,West Chelsea/Hudson Yards,16,38916.79
Thursday,West Chelsea/Hudson Yards,17,49577.01
Thursday,West Chelsea/Hudson Yards,18,54724.81
Thursday,West Chelsea/Hudson Yards,19,45086.7
Thursday,West Chelsea/Hudson Yards,20,47989.76
Thursday,West Chelsea/Hudson Yards,21,49256.54
Thursday,West Chelsea/Hudson Yards,22,45340.34
Thursday,West Chelsea/Hudson Yards,23,25465.21
Tuesday,East Chelsea,0,25905.21
Tuesday,East Chelsea,1,6890.41
Tuesday,East Chelsea,2,4951.21
Tuesday,East Chelsea,3,4909.29
Tuesday,East Chelsea,4,6878.7
Tuesday,East Chelsea,5,10893.52
Tuesday,East Chelsea,6,16155.93
Tuesday,East Chelsea,7,25054.37
Tuesday,East Chelsea,8,33958.88
Tuesday,East Chelsea,9,29963.38
Tuesday,East Chelsea,10,29604.43
Tuesday,East Chelsea,11,29596.49
Tuesday,East Chelsea,12,27862.77
Tuesday,East Chelsea,13,30521.04
Tuesday,East Chelsea,14,33922.13
Tuesday,East Chelsea,15,35394.44
Tuesday,East Chelsea,16,34484.02
Tuesday,East Chelsea,17,54902.28
Tuesday,East Chelsea,18,49247.93
Tuesday,East Chelsea,19,43877.62
Tuesday,East Chelsea,20,49557.13
Tuesday,East Chelsea,21,59744.34
Tuesday,East Chelsea,22,43952.35
Tuesday,East Chelsea,23,27757.44
Tuesday,JFK Airport,0,179346.59
Tuesday,JFK Airport,1,66890.4
Tuesday,JFK Airport,2,25383.14
Tuesday,JFK Airport,3,17221.61
Tuesday,JFK Airport,4,14442.6
Tuesday,JFK Airport,5,49416.36
Tuesday,JFK Airport,6,109100.92
Tuesday,JFK Airport,7,136266.6
Tuesday,JFK Airport,8,92106.99
Tuesday,JFK Airport,9,91639.5
Tuesday,JFK Airport,10,120589.4
Tuesday,JFK Airport,11,102295.8
Tuesday,JFK Airport,12,109737.76
Tuesday,JFK Airport,13,122322.43
Tuesday,JFK Airport,14,139458.39
Tuesday,JFK Airport,15,171464.03
Tuesday,JFK Airport,16,222941.12
Tuesday,JFK Airport,17,171678.95
Tuesday,JFK Airport,18,131003.58
Tuesday,JFK Airport,19,153971.71
Tuesday,JFK Airport,20,165364.61
Tuesday,JFK Airport,21,173370.48
Tuesday,JFK Airport,22,175180.75
Tuesday,JFK Airport,23,182346.79
Tuesday,LaGuardia Airport,0,60039.0
Tuesday,LaGuardia Airport,1,17098.72
Tuesday,LaGuardia Airport,2,6462.51
Tuesday,LaGuardia Airport,3,3172.22
Tuesday,LaGuardia Airport,4,3293.18
Tuesday,LaGuardia Airport,5,2052.44
Tuesday,LaGuardia Airport,6,4468.44
Tuesday,LaGuardia Airport,7,45926.6
Tuesday,LaGuardia Airport,8,82808.38
Tuesday,LaGuardia Airport,9,121225.62
Tuesday,LaGuardia Airport,10,125432.59
Tuesday,LaGuardia Airport,11,96568.23
Tuesday,LaGuardia Airport,12,116262.8
Tuesday,LaGuardia Airport,13,90999.22
Tuesday,LaGuardia Airport,14,126182.5
Tuesday,LaGuardia Airport,15,117874.71
Tuesday,LaGuardia Airport,16,128471.88
Tuesday,LaGuardia Airport,17,109692.82
Tuesday,LaGuardia Airport,18,133749.24
Tuesday,LaGuardia Airport,19,131709.8
Tuesday,LaGuardia Airport,20,111098.19
Tuesday,LaGuardia Airport,21,110880.61
Tuesday,LaGuardia Airport,22,110599.96
Tuesday,LaGuardia Airport,23,95201.75
Tuesday,Midtown Center,0,16506.91
Tuesday,Midtown Center,1,9208.85
Tuesday,Midtown Center,2,5096.95
Tuesday,Midtown Center,3,3518.8
Tuesday,Midtown Center,4,4969.33
Tuesday,Midtown Center,5,4711.14
Tuesday,Midtown Center,6,7250.83
Tuesday,Midtown Center,7,11678.33
Tuesday,Midtown Center,8,17043.25
Tuesday,Midtown Center,9,19847.64
Tuesday,Midtown Center,10,24630.62
Tuesday,Midtown Center,11,32794.28
Tuesday,Midtown Center,12,35928.07
Tuesday,Midtown Center,13,39562.22
Tuesday,Midtown Center,14,47603.97
Tuesday,Midtown Center,15,53374.94
Tuesday,Midtown Center,16,58801.73
Tuesday,Midtown Center,17,81076.18
Tuesday,Midtown Center,18,80055.05
Tuesday,Midtown Center,19,91916.95
Tuesday,Midtown Center,20,118940.71
Tuesday,Midtown Center,21,115020.8
Tuesday,Midtown Center,22,71345.86
Tuesday,Midtown Center,23,41417.04
Tuesday,Midtown East,0,9436.97
Tuesday,Midtown East,1,5465.33
Tuesday,Midtown East,2,2506.05
Tuesday,Midtown East,3,1804.48
Tuesday,Midtown East,4,4095.42
Tuesday,Midtown East,5,5033.77
Tuesday,Midtown East,6,6955.28
Tuesday,Midtown East,7,13119.88
Tuesday,Midtown East,8,19526.64
Tuesday,Midtown East,9,19728.97
Tuesday,Midtown East,10,21782.66
Tuesday,Midtown East,11,27100.67
Tuesday,Midtown East,12,25031.49
Tuesday,Midtown East,13,27892.98
Tuesday,Midtown East,14,31267.26
Tuesday,Midtown East,15,34981.97
Tuesday,Midtown East,16,38244.3
Tuesday,Midtown East,17,52624.86
Tuesday,Midtown East,18,48445.34
Tuesday,Midtown East,19,53885.75
Tuesday,Midtown East,20,84791.13
Tuesday,Midtown East,21,65936.99
Tuesday,Midtown East,22,41876.59
Tuesday,Midtown East,23,22199.58
Tuesday,Midtown North,0,14629.22
Tuesday,Midtown North,1,6133.76
Tuesday,Midtown North,2,6217.04
Tuesday,Midtown North,3,2881.62
Tuesday,Midtown North,4,5957.43
Tuesday,Midtown North,5,5993.4800000000005
Tuesday,Midtown North,6,9075.54
Tuesday,Midtown North,7,16331.42
Tuesday,Midtown North,8,23354.14
Tuesday,Midtown North,9,24215.93
Tuesday,Midtown North,10,22075.81
Tuesday,Midtown North,11,26966.68
Tuesday,Midtown North,12,26907.56
Tuesday,Midtown North,13,29359.92
Tuesday,Midtown North,14,32614.579999999998
Tuesday,Midtown North,15,35300.03
Tuesday,Midtown North,16,34032.27
Tuesday,Midtown North,17,45524.659999999996
Tuesday,Midtown North,18,48438.15
Tuesday,Midtown North,19,43565.11
Tuesday,Midtown North,20,66319.95
Tuesday,Midtown North,21,55585.37
Tuesday,Midtown North,22,38444.45
Tuesday,Midtown North,23,23525.32
Tuesday,Midtown South,0,20517.53
Tuesday,Midtown South,1,8615.8
Tuesday,Midtown South,2,5545.2
Tuesday,Midtown South,3,6820.29
Tuesday,Midtown South,4,7721.02
Tuesday,Midtown South,5,7958.4
Tuesday,Midtown South,6,11789.16
Tuesday,Midtown South,7,19860.79
Tuesday,Midtown South,8,27529.17
Tuesday,Midtown South,9,25680.26
Tuesday,Midtown South,10,22838.45
Tuesday,Midtown South,11,26072.08
Tuesday,Midtown South,12,24491.97
Tuesday,Midtown South,13,26753.68
Tuesday,Midtown South,14,29374.37
Tuesday,Midtown South,15,32174.91
Tuesday,Midtown South,16,31429.73
Tuesday,Midtown South,17,43259.58
Tuesday,Midtown South,18,42948.47
Tuesday,Midtown South,19,39944.21
Tuesday,Midtown South,20,45157.72
Tuesday,Midtown South,21,46872.74
Tuesday,Midtown South,22,36517.97
Tuesday,Midtown South,23,23803.56
Tuesday,Times Sq/Theatre District,0,23383.95
Tuesday,Times Sq/Theatre District,1,13346.66
Tuesday,Times Sq/Theatre District,2,8347.08
Tuesday,Times Sq/Theatre District,3,10055.19
Tuesday,Times Sq/Theatre District,4,10540.09
Tuesday,Times Sq/Theatre District,5,11935.72
Tuesday,Times Sq/Theatre District,6,13721.59
Tuesday,Times Sq/Theatre District,7,23622.29
Tuesday,Times Sq/Theatre District,8,36867.42
Tuesday,Times Sq/Theatre District,9,36308.26
Tuesday,Times Sq/Theatre District,10,34971.3
Tuesday,Times Sq/Theatre District,11,38835.94
Tuesday,Times Sq/Theatre District,12,38780.25
Tuesday,Times Sq/Theatre District,13,38487.659999999996
Tuesday,Times Sq/Theatre District,14,40163.44
Tuesday,Times Sq/Theatre District,15,41476.71
Tuesday,Times Sq/Theatre District,16,45099.57
Tuesday,Times Sq/Theatre District,17,51590.95
Tuesday,Times Sq/Theatre District,18,52297.93
Tuesday,Times Sq/Theatre District,19,57094.85
Tuesday,Times Sq/Theatre District,20,81459.54
Tuesday,Times Sq/Theatre District,21,124029.66
Tuesday,Times Sq/Theatre District,22,72132.78
Tuesday,Times Sq/Theatre District,23,47776.72
Tuesday,TriBeCa/Civic Center,0,7657.68
Tuesday,TriBeCa/Civic Center,1,4297.01
Tuesday,TriBeCa/Civic Center,2,2751.32
Tuesday,TriBeCa/Civic Center,3,2601.55
Tuesday,TriBeCa/Civic Center,4,6763.2
Tuesday,TriBeCa/Civic Center,5,10599.72
Tuesday,TriBeCa/Civic Center,6,17464.18
Tuesday,TriBeCa/Civic Center,7,31206.44
Tuesday,TriBeCa/Civic Center,8,36941.38
Tuesday,TriBeCa/Civic Center,9,30525.94
Tuesday,TriBeCa/Civic Center,10,27318.44
Tuesday,TriBeCa/Civic Center,11,30725.55
Tuesday,TriBeCa/Civic Center,12,26075.0
Tuesday,TriBeCa/Civic Center,13,28558.31
Tuesday,TriBeCa/Civic Center,14,33392.43
Tuesday,TriBeCa/Civic Center,15,35002.32
Tuesday,TriBeCa/Civic Center,16,37864.61
Tuesday,TriBeCa/Civic Center,17,47984.75
Tuesday,TriBeCa/Civic Center,18,48256.21
Tuesday,TriBeCa/Civic Center,19,47876.24
Tuesday,TriBeCa/Civic Center,20,46972.44
Tuesday,TriBeCa/Civic Center,21,42175.6
Tuesday,TriBeCa/Civic Center,22,40658.88
Tuesday,TriBeCa/Civic Center,23,20105.55
Tuesday,West Chelsea/Hudson Yards,0,8696.6
Tuesday,West Chelsea/Hudson Yards,1,4078.15
Tuesday,West Chelsea/Hudson Yards,2,3504.15
Tuesday,West Chelsea/Hudson Yards,3,2771.99
Tuesday,West Chelsea/Hudson Yards,4,4564.77
Tuesday,West Chelsea/Hudson Yards,5,6422.78
Tuesday,West Chelsea/Hudson Yards,6,10906.95
Tuesday,West Chelsea/Hudson Yards,7,17794.88
Tuesday,West Chelsea/Hudson Yards,8,31073.28
Tuesday,West Chelsea/Hudson Yards,9,24544.68
Tuesday,West Chelsea/Hudson Yards,10,23029.19
Tuesday,West Chelsea/Hudson Yards,11,30901.5
Tuesday,West Chelsea/Hudson Yards,12,33026.25
Tuesday,West Chelsea/Hudson Yards,13,40942.57
Tuesday,West Chelsea/Hudson Yards,14,51256.1
Tuesday,West Chelsea/Hudson Yards,15,64116.26
Tuesday,West Chelsea/Hudson Yards,16,64139.14
Tuesday,West Chelsea/Hudson Yards,17,61911.13
Tuesday,West Chelsea/Hudson Yards,18,54330.6
Tuesday,West Chelsea/Hudson Yards,19,43822.73
Tuesday,West Chelsea/Hudson Yards,20,53379.91
Tuesday,West Chelsea/Hudson Yards,21,46932.74
Tuesday,West Chelsea/Hudson Yards,22,36665.12
Tuesday,West Chelsea/Hudson Yards,23,19379.74
Wednesday,East Chelsea,0,20264.58
Wednesday,East Chelsea,1,6436.45
Wednesday,East Chelsea,2,4244.13
Wednesday,East Chelsea,3,5191.7
Wednesday,East Chelsea,4,7525.4
Wednesday,East Chelsea,5,11149.97
Wednesday,East Chelsea,6,18398.9
Wednesday,East Chelsea,7,29141.97
Wednesday,East Chelsea,8,38331.02
Wednesday,East Chelsea,9,31169.15
Wednesday,East Chelsea,10,28761.17
Wednesday,East Chelsea,11,30530.82
Wednesday,East Chelsea,12,31926.329999999998
Wednesday,East Chelsea,13,32267.6
Wednesday,East Chelsea,14,33088.96
Wednesday,East Chelsea,15,37639.26
Wednesday,East Chelsea,16,40019.76
Wednesday,East Chelsea,17,42941.55
Wednesday,East Chelsea,18,44120.87
Wednesday,East Chelsea,19,44150.22
Wednesday,East Chelsea,20,51636.61
Wednesday,East Chelsea,21,51657.48
Wednesday,East Chelsea,22,51287.45
Wednesday,East Chelsea,23,35881.72
Wednesday,JFK Airport,0,131041.11
Wednesday,JFK Airport,1,48628.45
Wednesday,JFK Airport,2,31876.23
Wednesday,JFK Airport,3,23646.1
Wednesday,JFK Airport,4,20849.73
Wednesday,JFK Airport,5,42580.06
Wednesday,JFK Airport,6,87909.66
Wednesday,JFK Airport,7,103886.94
Wednesday,JFK Airport,8,74272.44
Wednesday,JFK Airport,9,82386.52
Wednesday,JFK Airport,10,100786.74
Wednesday,JFK Airport,11,89439.4
Wednesday,JFK Airport,12,83470.01
Wednesday,JFK Airport,13,97394.37
Wednesday,JFK Airport,14,140237.3
Wednesday,JFK Airport,15,177200.19
Wednesday,JFK Airport,16,209357.44
Wednesday,JFK Airport,17,157474.39
Wednesday,JFK Airport,18,143606.66
Wednesday,JFK Airport,19,187132.44
Wednesday,JFK Airport,20,181523.4
Wednesday,JFK Airport,21,173083.62
Wednesday,JFK Airport,22,190230.79
Wednesday,JFK Airport,23,196389.37
Wednesday,LaGuardia Airport,0,58450.66
Wednesday,LaGuardia Airport,1,21434.71
Wednesday,LaGuardia Airport,2,19269.1
Wednesday,LaGuardia Airport,3,5127.48
Wednesday,LaGuardia Airport,4,1251.87
Wednesday,LaGuardia Airport,5,1429.27
Wednesday,LaGuardia Airport,6,4488.96
Wednesday,LaGuardia Airport,7,35847.33
Wednesday,LaGuardia Airport,8,77361.7
Wednesday,LaGuardia Airport,9,135102.03
Wednesday,LaGuardia Airport,10,133644.6
Wednesday,LaGuardia Airport,11,104748.48
Wednesday,LaGuardia Airport,12,103542.8
Wednesday,LaGuardia Airport,13,94393.93
Wednesday,LaGuardia Airport,14,130122.53
Wednesday,LaGuardia Airport,15,136262.42
Wednesday,LaGuardia Airport,16,132498.32
Wednesday,LaGuardia Airport,17,125295.2
Wednesday,LaGuardia Airport,18,156422.32
Wednesday,LaGuardia Airport,19,163009.69
Wednesday,LaGuardia Airport,20,138286.99
Wednesday,LaGuardia Airport,21,115757.4
Wednesday,LaGuardia Airport,22,135088.23
Wednesday,LaGuardia Airport,23,117636.98
Wednesday,Midtown Center,0,24459.28
Wednesday,Midtown Center,1,11677.26
Wednesday,Midtown Center,2,7562.99
Wednesday,Midtown Center,3,4892.79
Wednesday,Midtown Center,4,5500.58
Wednesday,Midtown Center,5,5521.41
Wednesday,Midtown Center,6,8896.98
Wednesday,Midtown Center,7,13512.539999999999
Wednesday,Midtown Center,8,18108.17
Wednesday,Midtown Center,9,22846.89
Wednesday,Midtown Center,10,27417.15
Wednesday,Midtown Center,11,36469.62
Wednesday,Midtown Center,12,38941.13
Wednesday,Midtown Center,13,49852.03
Wednesday,Midtown Center,14,58155.78
Wednesday,Midtown Center,15,56413.18
Wednesday,Midtown Center,16,68213.34
Wednesday,Midtown Center,17,86310.7
Wednesday,Midtown Center,18,81502.15
Wednesday,Midtown Center,19,102798.93
Wednesday,Midtown Center,20,137595.24
Wednesday,Midtown Center,21,126769.66
Wednesday,Midtown Center,22,88761.89
Wednesday,Midtown Center,23,49893.12
Wednesday,Midtown East,0,13061.34
Wednesday,Midtown East,1,7876.75
Wednesday,Midtown East,2,3790.57
Wednesday,Midtown East,3,2867.27
Wednesday,Midtown East,4,4693.59
Wednesday,Midtown East,5,6485.69
Wednesday,Midtown East,6,7621.5
Wednesday,Midtown East,7,12709.68
Wednesday,Midtown East,8,19574.77
Wednesday,Midtown East,9,18078.93
Wednesday,Midtown East,10,20321.0
Wednesday,Midtown East,11,26192.42
Wednesday,Midtown East,12,26966.49
Wednesday,Midtown East,13,30804.77
Wednesday,Midtown East,14,34338.7
Wednesday,Midtown East,15,38454.48
Wednesday,Midtown East,16,41455.15
Wednesday,Midtown East,17,53673.93
Wednesday,Midtown East,18,51493.39
Wednesday,Midtown East,19,58709.75
Wednesday,Midtown East,20,89673.03
Wednesday,Midtown East,21,73481.72
Wednesday,Midtown East,22,47479.87
Wednesday,Midtown East,23,28371.9
Wednesday,Midtown North,0,17080.84
Wednesday,Midtown North,1,6484.44
Wednesday,Midtown North,2,5620.97
Wednesday,Midtown North,3,3884.8
Wednesday,Midtown North,4,6022.15
Wednesday,Midtown North,5,7727.07
Wednesday,Midtown North,6,11344.32
Wednesday,Midtown North,7,19099.920000000002
Wednesday,Midtown North,8,24987.94
Wednesday,Midtown North,9,21579.21
Wednesday,Midtown North,10,23865.96
Wednesday,Midtown North,11,26803.02
Wednesday,Midtown North,12,27850.420000000002
Wednesday,Midtown North,13,32222.73
Wednesday,Midtown North,14,34099.36
Wednesday,Midtown North,15,34833.39
Wednesday,Midtown North,16,35721.3
Wednesday,Midtown North,17,48060.44
Wednesday,Midtown North,18,48456.99
Wednesday,Midtown North,19,49517.86
Wednesday,Midtown North,20,72163.25
Wednesday,Midtown North,21,57030.06
Wednesday,Midtown North,22,38901.74
Wednesday,Midtown North,23,24481.88
Wednesday,Midtown South,0,18669.16
Wednesday,Midtown South,1,10409.3
Wednesday,Midtown South,2,8300.19
Wednesday,Midtown South,3,6810.34
Wednesday,Midtown South,4,9755.09
Wednesday,Midtown South,5,9867.27
Wednesday,Midtown South,6,13109.45
Wednesday,Midtown South,7,18793.81
Wednesday,Midtown South,8,27778.62
Wednesday,Midtown South,9,27339.27
Wednesday,Midtown South,10,23731.8
Wednesday,Midtown South,11,26952.73
Wednesday,Midtown South,12,28261.02
Wednesday,Midtown South,13,30678.0
Wednesday,Midtown South,14,34087.19
Wednesday,Midtown South,15,34200.72
Wednesday,Midtown South,16,36296.99
Wednesday,Midtown South,17,44241.36
Wednesday,Midtown South,18,42978.96
Wednesday,Midtown South,19,44773.18
Wednesday,Midtown South,20,56139.01
Wednesday,Midtown South,21,53522.09
Wednesday,Midtown South,22,47214.13
Wednesday,Midtown South,23,33593.19
Wednesday,Times Sq/Theatre District,0,27393.34
Wednesday,Times Sq/Theatre District,1,15574.58
Wednesday,Times Sq/Theatre District,2,11435.35
Wednesday,Times Sq/Theatre District,3,12215.33
Wednesday,Times Sq/Theatre District,4,14447.81
Wednesday,Times Sq/Theatre District,5,15170.81
Wednesday,Times Sq/Theatre District,6,19344.98
Wednesday,Times Sq/Theatre District,7,27598.36
Wednesday,Times Sq/Theatre District,8,37080.0
Wednesday,Times Sq/Theatre District,9,38922.43
Wednesday,Times Sq/Theatre District,10,33832.37
Wednesday,Times Sq/Theatre District,11,38896.4
Wednesday,Times Sq/Theatre District,12,37656.11
Wednesday,Times Sq/Theatre District,13,41761.91
Wednesday,Times Sq/Theatre District,14,46654.37
Wednesday,Times Sq/Theatre District,15,48644.35
Wednesday,Times Sq/Theatre District,16,52027.52
Wednesday,Times Sq/Theatre District,17,55619.1
Wednesday,Times Sq/Theatre District,18,54355.86
Wednesday,Times Sq/Theatre District,19,60805.13
Wednesday,Times Sq/Theatre District,20,90926.46
Wednesday,Times Sq/Theatre District,21,112086.86
Wednesday,Times Sq/Theatre District,22,90500.08
Wednesday,Times Sq/Theatre District,23,52645.71
Wednesday,TriBeCa/Civic Center,0,12250.02
Wednesday,TriBeCa/Civic Center,1,6637.46
Wednesday,TriBeCa/Civic Center,2,4115.51
Wednesday,TriBeCa/Civic Center,3,3636.63
Wednesday,TriBeCa/Civic Center,4,8173.21
Wednesday,TriBeCa/Civic Center,5,11986.72
Wednesday,TriBeCa/Civic Center,6,20627.76
Wednesday,TriBeCa/Civic Center,7,34317.08
Wednesday,TriBeCa/Civic Center,8,39623.31
Wednesday,TriBeCa/Civic Center,9,33426.37
Wednesday,TriBeCa/Civic Center,10,29441.26
Wednesday,TriBeCa/Civic Center,11,30199.35
Wednesday,TriBeCa/Civic Center,12,30077.98
Wednesday,TriBeCa/Civic Center,13,30751.81
Wednesday,TriBeCa/Civic Center,14,37411.13
Wednesday,TriBeCa/Civic Center,15,38563.58
Wednesday,TriBeCa/Civic Center,16,42360.81
Wednesday,TriBeCa/Civic Center,17,52025.6
Wednesday,TriBeCa/Civic Center,18,49654.52
Wednesday,TriBeCa/Civic Center,19,46728.96
Wednesday,TriBeCa/Civic Center,20,52567.04
Wednesday,TriBeCa/Civic Center,21,58785.07
Wednesday,TriBeCa/Civic Center,22,49432.06
Wednesday,TriBeCa/Civic Center,23,26392.04
Wednesday,West Chelsea/Hudson Yards,0,9918.88
Wednesday,West Chelsea/Hudson Yards,1,5905.42
Wednesday,West Chelsea/Hudson Yards,2,3713.29
Wednesday,West Chelsea/Hudson Yards,3,2921.33
Wednesday,West Chelsea/Hudson Yards,4,4849.19
Wednesday,West Chelsea/Hudson Yards,5,6433.4800000000005
Wednesday,West Chelsea/Hudson Yards,6,10258.41
Wednesday,West Chelsea/Hudson Yards,7,21634.59
Wednesday,West Chelsea/Hudson Yards,8,33016.4
Wednesday,West Chelsea/Hudson Yards,9,23934.44
Wednesday,West Chelsea/Hudson Yards,10,20009.69
Wednesday,West Chelsea/Hudson Yards,11,23033.35
Wednesday,West Chelsea/Hudson Yards,12,24252.12
Wednesday,West Chelsea/Hudson Yards,13,27118.83
Wednesday,West Chelsea/Hudson Yards,14,32012.79
Wednesday,West Chelsea/Hudson Yards,15,40052.89
Wednesday,West Chelsea/Hudson Yards,16,43672.87
Wednesday,West Chelsea/Hudson Yards,17,57182.51
Wednesday,West Chelsea/Hudson Yards,18,52576.78
Wednesday,West Chelsea/Hudson Yards,19,47966.24
Wednesday,West Chelsea/Hudson Yards,20,62893.67
Wednesday,West Chelsea/Hudson Yards,21,58756.6
Wednesday,West Chelsea/Hudson Yards,22,46822.63
Wednesday,West Chelsea/Hudson Yards,23,23743.34
